song_name,artist,release,lyrics,thumbnail,album,genre,link
Tum Se Hi,"Ankit Tiwari, Leena Bose",2020,Do Dil Safar Main Nikal Pade Jaana Kaha Kyun Fikar Karein Kaha Thikana Ho Raat Ka Subah Kaha Pe Basar Karein Khoya Khoya Dil Mera Kehta Hai... Haan... Tum Se Hi... Bas Tum Se Hi... Meri Jaan Hai Bas Tum Se Hi... Dil Ko Mere Aaram Hai Pareshan Hai Bas Tum Se Hi...  Jo Dard Ko Sukooon De... Woh Dard Tumse Milta Hai... Ae Dil Zara Itna Bata Kyun Ishq Unse Hota Hai... Saason Ko Ab Jeene Ka Jaise Sahara Mil Gayaa...  Khoya Khoya Dil Mera Kehta Hai Tum Se Hiii Bas Tum Se Hii... Meri Jaan Hai Bas Tum Se Hii... Dil Ko Mere Aaram Hai... Pareshan Hai Bas Tum Se Hi... Antra 2  Aashiqui Hoti Hai Kyaa Dil Ko Mere Malum Na Thaa... Ek Bhe Teri Tarah Chehra Koi Masoom Na Thaa  Haan... Yun Laga Iss Jaan Main Ek Jaan Si Dakhil Hui... Ab Toh Har Lamha Mujhse Kheta Hai... Han... Han... Tum Se Hi... Bas Tum Se Hi... Meri Jaan Hai Bas Tum Se Hi... Dil Ko Mere Aaram hai... Pareshan Hai Bas Tum Se Hi...  Tum Se Hiiii...,https://i.ytimg.com/vi/S1VnDZhTemI/hqdefault.jpg,"Tum Se Hi (From ""Sadak 2"")","bollywood, hindi pop, desi",https://www.youtube.com/results?search_query=Tum%20Se%20Hi%20Ankit%20Tiwari%2C%20Leena%20Bose
Shukriya,"KK, Jubin Nautiyal",2020,"Zindagi chal tera shukriya Shayad mile na tu kal ki subah Jo diya humne hans ke liya Ae zindagi tera chal shukriya  Har saans ka har khwab ka Ummeed ke sailaab ka Tujhse judi har baat ka shukriya  Teri dhoop ka barsaat ka Thaama jise uss hath ka Achhe bure halat ka shukriya  Shukriya, shukriya Shukriya, shukriya  Milna bichhadna aana jana Tay hai sab kuch pehle se Pyar bhare pal bandh ke rakh le Baaki sab kuch rehne de  Kuch nahi hath aayega yahaan Phir bhi ae zindagi tera shukriya Kuch nahi hath aayega yahaan Phir bhi ae zindagi tera shukriya  Mujhme sab hai sab kuch main hu Jeena marna baatein hai Mujhme dono chand aur suraj Mujhse din aur raatein hai  Paas hu main tere har jagah Mehsoos kar mujhe aur mushkura Paas hu main tere har jagah Mehsoos kar mujhe aur mushkura  Shukriya shukriya",https://i.ytimg.com/vi/bZUZSLYxK5A/hqdefault.jpg,"Shukriya (Rendition) [From ""Sadak 2""]","bangla pop, hindi pop, bollywood",https://www.youtube.com/results?search_query=Shukriya%20KK%2C%20Jubin%20Nautiyal
Ishq Kamaal,Javed Ali,2020,Taara taara gin ke raat bitai Naina nu jad koyi deed tarsai  Ho haye taara taara gin ke raat bitai Naina nu jad koyi deed tarsai Bheed mein rehke bhi koyi tanha reh jaaye Yaadan di mehfil dil kalleyan sajaye  Bas chain yaar te karar yaar Is zindagi di darkaar yaar Bas chain yaar te karar yaar Is zindagi di darkaar yaar Kamli bana ke ishq nachave bin sur taal  Ishq kamaal ishq kamaal Jis tann lageya ishq kamaal Ishq kamaal ishq kamaal Jis tann lageya ishq kamaal  Naina chon peeve mare na oh jeeve Chadh jaaye jis nu khumar iss da Khud se bekhabar ko mast nazar ko Akhan sahvein sheeshe chon yaar dissda Sheeshe chon yaar Yaar dissda yaar dissda yaar dissda  Na yeh samjhe kisi ke samjhaye Vas aklan de kade na eh aaye Kaisi pyas yeh koyi to bataye Koyi dariya bhi jise na bujhaye  Bas aas yaar ek pyas yaar Jind yaar paas jind paas yaar Bas aas yaar ek pyas yaar Jind yaar paas jind paas yaar Ishq katari rok na paye koyi bhi dhaal  Ishq kamaal ishq kamaal Jis tann lageya ishq kamaal Ishq kamaal ishq kamaal Jis tann lageya ishq kamaal  Ishq kamaal ishq kamaal...,https://i.ytimg.com/vi/iBSTR8HpjNA/hqdefault.jpg,"Ishq Kamaal (From ""Sadak 2"")",Unknown,https://www.youtube.com/results?search_query=Ishq%20Kamaal%20Javed%20Ali
Dil Ki Purani Sadak,KK,2020,Dil ki purani sadak par Badla to kuch bhi nahin Mujhe thaam kar chal raha hai Tu hi bas tu hi har kahin  Naye phool dil ki zameen pe khilenge Hai milna humein phir se milke rahenge Sitaare wahin hai wahin aasman hai Meri dhadkano mein teri daastan hai Main aawara lamha tu hai mera mukaam  Kaise juda hote hum tum Bichhade hi jab hum nahin Mujhe thaam kar chal raha hai Tu hi bas tu hi har kahin  Na saanson se shikva na mitne ka dar hai Tujhi se tujhi tak yeh mera safar hai Tujhe sochta hu to khushbu si barse Andheron se mere ujaale yeh chhalke Ke dariya bahe jaise ek noor ka  Tu rooh ka humnava hai Ye jismon ka rista nahin Mujhe thaam kar chal raha hai Tu hi bas tu hi har kahin  Dil ki purani sadak par Badla to kuch bhi nahin Mujhe tham kar chal raha hai Tu hi bas tu hi har kahin,https://i.ytimg.com/vi/DmOzyyWv8nU/hqdefault.jpg,Sadak 2 (Original Motion Picture Soundtrack),bangla pop,https://www.youtube.com/results?search_query=Dil%20Ki%20Purani%20Sadak%20KK
LOL,"Payal Dev, Dev Negi",2020,Badi tu gallan karda Tere ton kuch nahi hona Gareeban da tu eminem Main india di hoon madonna  Tere jaiso ko kabhi main Jara bhi bhaav nahi deti Mera dil kya tujh ko to Autograph nahi deti  Ve teri ho gayi lol Nahi aavaan aivein tere kol Mere munh nahi lagna Haan mainu samjh na tu alcohol  Je meri beat baje Koyi sun'na nahi tera dhol Ve teri ho gayi lol Aapki asuvidha ke liye khed hai  Ve jind maahi naa karna Ve jind maahi na karna tu lol Ni meriyan ankhan nu Ni meriya ankhan da kuch tera mol Ve ik pal beh jaana Ve ik pal beh jaana mere kol  Mere khaatir jaane Munde reh gaye kitne kuware Tujh jaise shikaari Pehlan bhi bade maine maare  Teri khaatir jaane Munde reh gaye kitne kuware Mujh jaise shikaari Pehlan bhi bade tune maare  Umm aazma le sab trick tu Main na hath nahi lagti Tere jaise kayi honge Hun main ik mere wargi  Ve teri ho gayi lol Nahi aavaan aivein tere kol Ni meriyan ankhan mu Ni meriyan ankhan da kuch tera mol  Je meri beat baje Koyi na sun'na nahi tera dhol Ve teri ho gayi lol Ve ik pal beh jaana Ve ik pal beh jaana mere kol,https://i.ytimg.com/vi/SKLZMJe8aJ4/hqdefault.jpg,"LOL (From ""Ginny Weds Sunny"")","bhajan, devotional, bollywood, desi pop, hindi pop",https://www.youtube.com/results?search_query=LOL%20Payal%20Dev%2C%20Dev%20Negi
Sawan Mein Lag Gayi Aag,"Mika Singh, Neha Kakkar, Badshah",2020,"Doodh ubaaloge Doodh ubaloge to jhaag lagegi Aur jo saawan mein aise naachogi Toh aag lagegi Aag lagegi, aag lagegi  Haaye patakha main Bam ka dhamaaka main Nazrein karaari meri Dil pe daalu daaka main  Oye hoye hoye  Sau aage, do sau peeche Chhup chhup ke photo khiche Dekhu jo main palat ke Inpe bijli gir jaaye re  Social media pe charche bade hai Bacche kya buddhe mere peechhe pade hai  Ho sawan mein lag gayi aag Ke dil mera haaye Sawan mein lag gayi aag Ke dil mera haaye  Ho sun ae haseena Paagal deewani Aaj na soya saari Aaj na soya saari Aaja na soya saari raat Ke dil mera haaye Sawan mein lag gayi aag Ke dil mera haaye  Tujhko dekha jabda mera Floor par jaa gira Dilli mein tune thuma lagaya Shake ho gaya agra  Mujhse jo tu milne aayi Colony mein baat phail gayi Laal dress jo daal ke nikli Gudgawan tak aag phail gayi  Ek bhi launda na chhodna tu Tune kasam si kha rakhi hai Ladkon ki life pe poori Pakad bana rakkhi hai  Tiktok pe duniya tune Peechhe laga rakkhi hai Kasar na choddi tune koyi Bhasad macha rakkhi hai rani Bhasad macha rakkhi hai  Ho gajra laga ke aayi Kesh mein haye, kesh mein Aashiq hai jaane kitne Race mein haaye race mein  Gajra lagake aayi Kesh mein haaye, kesh mein Aashiq hai jane kitne Race mein haye race mein  Jaana hai kis pardesh mein Haaye desh mein Teri jawaani jaise chalta heater hai Jal na jaaye koyi mujhko fikar hai  Ho na jaaye koyi Ho na jaaye koyi Ho na jaaye gandi baat Dil mera haaye Ho sawan mein lag gayi aag Ke dil mera haaye  Sunn ae kameene Paagal deewane Sunn oh kameene Paagal deewane  Sone na dungi saari Sone na dungi saari Sone na dungi saari raat Ke dil mera haaye  Sawan mein lag gayi aag Dil mera haaye Ho sawan mein lag gayi aag Ke dil mera haaye Sawan mein lag gayi aag Ke dil mera haaye",https://i.ytimg.com/vi/7iAmXLrLizM/hqdefault.jpg,Ginny Weds Sunny (Original Motion Picture Soundtrack),"bollywood, desi, hindi pop",https://www.youtube.com/results?search_query=Sawan%20Mein%20Lag%20Gayi%20Aag%20Mika%20Singh%2C%20Neha%20Kakkar%2C%20Badshah
Phir Chala,"Payal Dev, Jubin Nautiyal",2020,"Jo humnawa thhe Ab wo khafa hai Kal humsafar thhe Ab hai juda  Kyun aasuon se likhne lagi hai Ab zindgaani yeh daastan  Pehle the hasse jitna Ab utna bura lagta hai Sab toh kho gaya mujhse Ab kiske liye rukna hai  Phir chala, phir chala Unn raahon se dil chala Phir chala, phir chala Unn raahon se dil chala  Paane ki chaahat mein kho gaya Khwaabon ke haathon se dil gir gaya Tooti jo neendein dikha hi nahi Jaane kaha wo mushafir gaya  Nikle thhe sahi karne hum Phir bhi galat hi hua hai Anjaane mein jaane kaisa Humse gunaah ho gaya hai  Phir chala, phir chala Unn raahon se dil chala Phir chala, phir chala Unn raahon se dil chala  Taqdeeron ki iss ladayi mein Baithe hai rishte yeh haare huye Bechaare dil ko toh puchho koyi Iski khushi isko kya chahiye  Rehti thi jahaan raunak Ab ghar wo soona pada hai Wo jo khwaab dekha tha Sau tukdo mein toota pada hai",https://i.ytimg.com/vi/GNO3xZdqZ1Q/hqdefault.jpg,Ginny Weds Sunny (Original Motion Picture Soundtrack),"bhajan, devotional, bollywood, desi pop, hindi pop",https://www.youtube.com/results?search_query=Phir%20Chala%20Payal%20Dev%2C%20Jubin%20Nautiyal
Phoonk Phoonk,"Neeti Mohan, Jatinder Singh, Harjot Dhillon",2020,"Kundli mein baithe hain jo taare Taar galat jode hain wo pyare Kundli me baithe hain jo taare Taar galat jode hain wo pyare  Love toh wo chidiya hai Kismat se hath lage  Phoonk ke phoonk ke Phoonk phoonk ke peena re Ishq da pani  Ishq da pani, ishq da pani Ishq da pani, ishq da pani  Phoonk phoonk ke peena re Ishq da pani  Sasariye tere panj puttar 2 aibi 2 sharabi Sasariye tere panj puttar 2 aibi 2 sharabi  Jehda mera haan da Oh kheya phool gulaabi Kala shah kala  Oh kala shah kala Mera kala ae sardar Goreya nu daffa karo Oh goreya nu daffa karo Main app ni rehndi bahar Kala shah kala  Phoonk ke phoonk ke Phoonk phoonk ke peena re Ishq da pani  Ishq da pani, ishq da pani Ishq da pani, ishq da pani  Phoonk phoonk ke peena re Ishq da pani  Kath ki ek matki hai yeh ishq suno Chadhe aag pe har lamha fir bhi na jale Raaton ki sakho pe jab chand khile Chatt pe aake duja ek phir chand mile Love toh wo dariya hai doob ke paar lage  Phoonk ke phoonk ke Phoonk phoonk ke peena re Ishq da pani  Ishq da pani, ishq da pani Ishq da pani, ishq da pani  Phoonk phoonk ke peena re Ishq da pani  Ho ek khwaab tha 2 aankhon mein ek khwaab tha Ek naam tha saanso mein Jo ashq banke beh gaya beh gaya Reh gaya dil tanha Reh gaya dil tanha  Phoonk ke, phoonk ke Phoonk phoonk ke peena re Ishq da pani  Ishq da pani, ishq da pani Ishq da pani, ishq da pani  Phoonk phoonk ke peena re Ishq da pani, ishq da pani Ishq da pani, ishq da pani  Ishq da pani oh ooo",https://i.ytimg.com/vi/Jhiy1VrH_T4/hqdefault.jpg,Ginny Weds Sunny (Original Motion Picture Soundtrack),"indian indie, hindi indie",https://www.youtube.com/results?search_query=Phoonk%20Phoonk%20Neeti%20Mohan%2C%20Jatinder%20Singh%2C%20Harjot%20Dhillon
Rubaru,Kamal Khan,2020,Wo rubaru khade hain Magar faansle toh hain Wo rubaru khade hain Magar faansle to hain  Nazaron ne dil ki baat kahi Labb sille to hain Haan wo rubaru khade hain Magar faansle toh hain  Har mod pe milenge hum Ye dil liye huye Har baar chahein tod do Woh haunsle toh hai  Aakhir ko rang laa gayi Meri dua ae dil Hum der se mile ho sahi Lekin mile toh hai  Wo rubaru khade hain Magar faansle toh hain  Manzil bhi karwaan bhi tu Aur humsafar bhi tu Wakeef tumhi se pyaar ke Sab kafile toh hai  Mana ke manzile abhi Kuch durr hai magar Milkar wafa ki raah pe Hum tum chale toh hai  Wo rubaru khade hain Magar faansle toh hain Wo rubaru khade hain Magar faansle toh hain  Nazaron ne dil ki baat kahi Magar lab sile toh hain Wo rubaru khade hain Magar faansle toh hain haaye,https://i.ytimg.com/vi/rRM2erhpYPY/hqdefault.jpg,Ginny Weds Sunny (Original Motion Picture Soundtrack),sufi,https://www.youtube.com/results?search_query=Rubaru%20Kamal%20Khan
Basanti,"Payal Dev, Danish Sabri",2020,"Oh mere veeru ki jaan fasi hai Gabbar ki bhayanak hassi hai  Oh mere veeru ki jaan fasi hai Gabbar ki bhayanak hassi hai Main to tod dungi paayal, ho jaaungi ghayal Chahe pairon mein chubh jaaye kaanch  Basanti aaj, basanti aaj, basanti aaj Kutto ke saamne naa naach Basanti aaj, basanti aaj, basanti aaj Kutto ke saamne naa naach  Hmm.. Tu dekhe meri aur Tujhko koyi aur Zulmi nazar se dekhta hai Haan tu dekhe meri aur Tujhko koyi aur Zulmi nazar se dekhta hai  Banke dear mera dekhe jigar mera Ankhiyon ko tu sekta hai Dance aisa karungi roke se naa rukungi Chahe subah ke baj jaaye 5  Basanti aaj, basanti aaj, basanti aaj Kutto ke saamne naa naach Basanti aaj, basanti aaj, basanti aaj Kutto ke saamne naa naach  Naachungi aaj naachungi chahe Pairon mein chubh jaaye kaanch",https://i.ytimg.com/vi/-nBn5TqZMdo/hqdefault.jpg,Suraj Pe Mangal Bhari (Original Motion Picture Soundtrack),"bhajan, devotional, bollywood, desi pop, hindi pop",https://www.youtube.com/results?search_query=Basanti%20Payal%20Dev%2C%20Danish%20Sabri
Waareya,"Javed-Mohsin, Vibhor Parashar",2020,Din raat ankhiyan nu Bas tu hi dissda ae Tu na dikhe to jee ni lagda mera  Dil di jagah tu hi Pal pal dhadakta hai Bhull ke vi yaara tu ni hona juda  Haqdaar tera hoon Har baar tera hoon Ab loon chahe janam Chahe main sau dafa  Duniya saari chhad ke challeya Teriyan raahwan teri galiyan Tere sadke sab main waareya  Jis din se tu saanu mileya Main tere pichhe pichhe turreya Tere sadke sab main waareya  O... Ho...  Mujh se hazaron hai Tujh sa nahi koyi Main hoon sitaara Tu chann ae mera  Mainu khuda teri ankhan ch dissda ae Ki ve karaan tera main shukriya Jis di nahi raatan hai woh savera tu Badle kade vi na mausam tera  Khushiyan teri main gham rakheya Mar jaana main je tu russeya Tere sadke sab main waareya  Rishte saare naate chhadeya Sab hai laare tu hi sacheya Tere sadke sab main waareya,https://i.ytimg.com/vi/jEgAAyIPYPc/hqdefault.jpg,Best Of Palak Muchhal,"bollywood, hindi pop, gujarati garba",https://www.youtube.com/results?search_query=Waareya%20Javed-Mohsin%2C%20Vibhor%20Parashar
Ladki Dramebaaz Hai,"Mohsin Shaikh, Jyotica Tangri, Mellow D, Aishwarya Bhandari",2020,Woofer ko thoda loud baja Beat pe apni crowd nacha  Woofer ko thoda loud baja Beat pe apni crowd nacha Dim dim light main dikhte nahi Kitne color hai apne bata  Bholi bhaali din mein hai par Different iski raat hai Raat hai raat hai raat raat raat...  Ladki dramebaaz hai Ladki dramebaaz hai Ladki dramebaaz hai Ladki ladki ladki...  Ladka dramebaaz hai Ladka dramebaaz hai Ladka dramebaaz hai Ladka ladka ladka...  Billo ke nakhre mashallah Poore club mein ho gaya halla Sacchi main bhi ho gaya jhalla Jhalla jhal! Jhal! Jhal!  Thodi crazy thodi shy woh Kisi ke bhi yeh hath na aaye Drame karti 575 Par cute badi lage aaye haaye  Teri baaton se Meri baatein rhyming karti hai Raat hote hi Meri jutti shining karti hai  Teri baaton se Meri baatein rhyming karti hai Raat hote hi Meri jutti shining karti hai  Do naino ke nakhre hazaron Nakhro se na humko maaro Baal ghumaye angrezi swag mein Air mein iske hath hai  Ladki dramebaaz hai Ladki dramebaaz hai Ladki dramebaaz hai Ladki ladki ladki...  Ladka dramebaaz hai Ladka dramebaaz hai Ladka dramebaaz hai Ladka ladka ladka...,https://i.ytimg.com/vi/Vnq-dHI_cZw/hqdefault.jpg,Suraj Pe Mangal Bhari (Original Motion Picture Soundtrack),bollywood,https://www.youtube.com/results?search_query=Ladki%20Dramebaaz%20Hai%20Mohsin%20Shaikh%2C%20Jyotica%20Tangri%2C%20Mellow%20D%2C%20Aishwarya%20Bhandari
Khushmizaaj,"Arijit Singh, Amartya Bobo Rahut",2020,Muskurati si hansi mili Khwabon ke ek mod pe Dil to hai athanni pyaar ki Dhak le hatheli moond ke  Aapas mein rakh lenge baant ke Zindagi ke bulbule  Jo mila hai tu Zindagi khush mizaaj hai Pyaar hai jo mila hai tu Har khushi khush mizaaj hai  Baadlon ki bastiyon mein Ek gharaunda dhoondhein chalo Aasra ho umra bhar ka Khwabdaani bhar lein chalo  Kagazon pe aao mann ke Lafz meethe gholein koyi Do dilon ki ek kahaani Lamha lamha jodein koyi  Aapas mein rakh lenge baant ke Zindagi ke bulbule  Jo mila hai tu Zindagi khush mizaaj hai Pyar hai jo mila hai tu Har khushi khush mizaaj hai,https://i.ytimg.com/vi/aiPBhlRX5lc/hqdefault.jpg,Non Stop Arijit Singh Hits,"hindi pop, bollywood, desi, bangla pop",https://www.youtube.com/results?search_query=Khushmizaaj%20Arijit%20Singh%2C%20Amartya%20Bobo%20Rahut
Rang Bhariya,"Gujraj Singh, Amrita Singh, Amartya Bobo Rahut",2020,Jamuna kinare mora gau Jamuna kinare mora gau Saavre aayi jaiyo saavre Saavre aayi jaiyo saavre  Nimmi nimmi gunguni si Ghooni dhoop re Rothi rothi kiyario me Naye roop me  Le raha udaan dil ye Bade sauk se Hoyi jo ye zindagi me Chaka chaund re  Chamke chaubare saare galiyaare Lagta utre hai ambar se sab taare  Rang bhariya... Nore paak sajan tore karke milan ye hua Rang bhariya... Nore paak sajan tore karke lagan ye hua Rang bhariya...  Chaukhat pe lamho ne naye dedi Lagaat jo bisre palo ne li Boojha halka ab hai kal ka Khushiyoo ka jo aangan me laga khema  Bajte nagaade ham jaaye baare Lagta utre hai ambar se sab taare  Rang bhariya... Nore paak sajan tore karke milan ye hua Rang bhariya... Nore paak sajan tore karke lagan ye hua Rang bhariya...  Jamuna kinare mora gau Jamuna kinare mora gau Saavre aayi jaiyo saavre Saavre aayi jaiyo saavre  Bajte nagaade ham jaaye baare Lagta utre hai ambar se sab taare  Rang bhariya... Nore paak sajan tore karke milan ye hua Rang bhariya... Nore paak sajan tore karke lagan ye hua Rang bhariya...  Jamuna kinare mora gau Jamuna kinare mora gau Saavre aayi jaiyo saavre Saavre aayi jaiyo saavre Saavre aayi jaiyo saavre Saavre aayi jaiyo saavre,https://i.ytimg.com/vi/8-biX0l5lyk/hqdefault.jpg,Unknown,Unknown,https://www.youtube.com/results?search_query=Rang%20Bhariya%20Gujraj%20Singh%2C%20Amrita%20Singh%2C%20Amartya%20Bobo%20Rahut
Dil Bandar,"Tushar Joshi, Amartya Bobo Rahut",2020,"Chakar boom chikur tikur dil bhaage Bhagad dhoom uchhal uchhal kar jaage  He, chakar boom chikur tikur dil bhaage ae Bhagad dhoom uchhal uchhal kar jaage  Dil bandar tu Mastiyon ka hai samandar tu Fursaton ka bhi kalandar tu Baith ja re o bhavandar tu tu Oo oo o o  Dil bandar tu Mastiyon ka hai samandar tu Fursaton ka bhi kalandar tu Baith ja re o bhavandar tu tu Oo oo o o  Ghode beche sota hai Tu bhi sota hai jaise bhalu Faitare tere nakhre saare Kaise bata main taalu  Sir khaye tu jana ka Mandaraaye jhunjhuna sa  Ghummakad idhar udhar dil jaaye Latak kar khusur fusur doharaaye  He, ghummakad idhar udhar dil jaaye Latak kar khusur fusur doharaaye  Dil bandar tu Mastiyon ka hai samandar tu Fursaton ka bhi kalandar tu Baith ja re o bhavandar tu tu Oo oo o o  Dil bandar tu Mastiyon ka hai samandar tu Fursaton ka bhi kalandar tu Baith ja re o bhavandar tu tu Oo oo o o",https://i.ytimg.com/vi/E9nzVwICthY/hqdefault.jpg,Darbaan,"bollywood, hindi pop, desi pop",https://www.youtube.com/results?search_query=Dil%20Bandar%20Tushar%20Joshi%2C%20Amartya%20Bobo%20Rahut
Behti Si,"Raajeev V. Bhalla, Rashi Harmalkar",2020,Behti si roki jaaye tu Jaane tuhi kaha jaaye tu Mud tere najar na aaye Kyu sapno se takraye tu  Behti si ye zindagi sunn zindagi Behti si ye zindagi sunn zindagi  Koi kahe tu hai ek paheli Bujh na paaye koi Loka chuppi kaise ye kheli Khoj na paya mai abhi  Behti si ye zindagi sunn zindagi Behti si ye zindagi sunn zindagi  Behti si Jaane tuhi kaha Najar na aaye Kyu sapno se takraye tu  Behti si ye zindagi sunn zindagi Behti si ye zindagi sunn zindagi,https://i.ytimg.com/vi/ZysqY0l9a8Q/hqdefault.jpg,Darbaan,hindi indie,https://www.youtube.com/results?search_query=Behti%20Si%20Raajeev%20V.%20Bhalla%2C%20Rashi%20Harmalkar
Teri Bhabhi,"Dev Negi, Neha Kakkar, Javed–Mohsin",2020,Sab jidhar woh hain udhar dekh rahe hain Sab jidhar woh hain udhar dekh rahe hain Hum to public ki nazar dekh rahe  Main samajh hi gaya tha Ke baat kuchh badi hai Gar baat kuchh badi nahi to Kuchh to gadbadi hai  Hat jaa saamne se Teri bhabhi khadi hai Hat jaa saamne se Meri akhiyan ladi hain  Arre hat jaa saamne se Teri bhabhi khadi hai Hat jaa saamne se Meri akhiyan ladi hain  Feeling!  Apni baahon mein tujhko main le loonga Teri zolfon se day night khelunga Jo tu roothegi tujhko manaunga Tere daddy ke nakhre uthaunga  Jab bhi tu dekhti hai Meri jaan mujhko hans ke Aisa lage hai mujhko Nagin gayi hai dass ke  Hat jaa saamne se Ho bhabhi ho bhabhi Ho bhabhi bhabhi bhabhi  Hat jaa saamne se Tere bhaiya khade hain Arre hat jaa saamne se Humre naina lade hain  Sang oh idhar main hoon jidhar Dekh rahe hain Hum to public ki nazar dekh rahe  Main samajh hi gayi thi Ke baat kuchh badi hai Gar baat kuchh badi nahi to Kuchh to gadbadi hai  Humri bhabhi khadi hain Inki akhiyan ladi hain  Teri bhabhi Tere bhaiya  Ho bhabhi ho bhabhi Ho bhabhi bhabhi bhabhi haa,https://i.ytimg.com/vi/oq6av2OmQ1w/hqdefault.jpg,"Teri Bhabhi (From ""Coolie No. 1"")","bollywood, hindi pop, desi, desi pop, gujarati garba",https://www.youtube.com/results?search_query=Teri%20Bhabhi%20Dev%20Negi%2C%20Neha%20Kakkar%2C%20Javed%E2%80%93Mohsin
